danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.655,0.903,7,-3.938,1,0.0306,0.143,1.2e-5,0.0553,0.624,101.93,audio_features,5rhijzoJmc7ZdnEgBS58Wh,spotify:track:5rhijzoJmc7ZdnEgBS58Wh,https://api.spotify.com/v1/tracks/5rhijzoJmc7ZdnEgBS58Wh,https://api.spotify.com/v1/audio-analysis/5rhijzoJmc7ZdnEgBS58Wh,318627,4
0.539,0.742,7,-5.333,1,0.0366,0.154,0,0.103,0.556,144.183,audio_features,1sClAsuPNqEaza29NcaJKP,spotify:track:1sClAsuPNqEaza29NcaJKP,https://api.spotify.com/v1/tracks/1sClAsuPNqEaza29NcaJKP,https://api.spotify.com/v1/audio-analysis/1sClAsuPNqEaza29NcaJKP,211360,4
0.604,0.638,5,-8.235,1,0.029,0.0564,0,0.965,0.784,125.867,audio_features,1TIvODlICRKM5uhbKbNFGA,spotify:track:1TIvODlICRKM5uhbKbNFGA,https://api.spotify.com/v1/tracks/1TIvODlICRKM5uhbKbNFGA,https://api.spotify.com/v1/audio-analysis/1TIvODlICRKM5uhbKbNFGA,224907,4
0.606,0.732,10,-10.8,0,0.0322,0.0945,6.65e-6,0.0841,0.727,132.111,audio_features,4s6qyTWg5r4EyOi2QIwM9g,spotify:track:4s6qyTWg5r4EyOi2QIwM9g,https://api.spotify.com/v1/tracks/4s6qyTWg5r4EyOi2QIwM9g,https://api.spotify.com/v1/audio-analysis/4s6qyTWg5r4EyOi2QIwM9g,245200,4
0.678,0.663,7,-7.726,1,0.0307,0.0874,0.0161,0.615,0.822,136.388,audio_features,4d0DpU7Odiv0ztvX2GxJlk,spotify:track:4d0DpU7Odiv0ztvX2GxJlk,https://api.spotify.com/v1/tracks/4d0DpU7Odiv0ztvX2GxJlk,https://api.spotify.com/v1/audio-analysis/4d0DpU7Odiv0ztvX2GxJlk,223400,4
0.673,0.921,0,-6.532,1,0.101,0.281,0,0.768,0.761,135.261,audio_features,2PIHTeccvbpmrSeYrlWkfx,spotify:track:2PIHTeccvbpmrSeYrlWkfx,https://api.spotify.com/v1/tracks/2PIHTeccvbpmrSeYrlWkfx,https://api.spotify.com/v1/audio-analysis/2PIHTeccvbpmrSeYrlWkfx,240799,4
0.485,0.386,2,-9.189,1,0.0388,0.837,0,0.207,0.354,91.615,audio_features,1EQ8sBQ7Abv9DvNBzhXAcv,spotify:track:1EQ8sBQ7Abv9DvNBzhXAcv,https://api.spotify.com/v1/tracks/1EQ8sBQ7Abv9DvNBzhXAcv,https://api.spotify.com/v1/audio-analysis/1EQ8sBQ7Abv9DvNBzhXAcv,343813,4
0.512,0.391,9,-10.4,1,0.0492,0.889,2.63e-6,0.714,0.277,138.094,audio_features,3g5FrnRdbmDQyWNiDIprts,spotify:track:3g5FrnRdbmDQyWNiDIprts,https://api.spotify.com/v1/tracks/3g5FrnRdbmDQyWNiDIprts,https://api.spotify.com/v1/audio-analysis/3g5FrnRdbmDQyWNiDIprts,233613,4
0.304,0.791,0,-4.995,1,0.0336,0.375,1.73e-5,0.725,0.385,86.255,audio_features,4CpwoEs39CydHJuTCl9kfm,spotify:track:4CpwoEs39CydHJuTCl9kfm,https://api.spotify.com/v1/tracks/4CpwoEs39CydHJuTCl9kfm,https://api.spotify.com/v1/audio-analysis/4CpwoEs39CydHJuTCl9kfm,251933,4
0.3,0.7,2,-6.567,1,0.036,0.53,0,0.186,0.398,165.642,audio_features,6HhXiy5XZ81Pyv3yCZMtj1,spotify:track:6HhXiy5XZ81Pyv3yCZMtj1,https://api.spotify.com/v1/tracks/6HhXiy5XZ81Pyv3yCZMtj1,https://api.spotify.com/v1/audio-analysis/6HhXiy5XZ81Pyv3yCZMtj1,246493,4
0.383,0.697,4,-7.059,1,0.0494,0.598,0,0.364,0.226,130.699,audio_features,4gqxE2PMdk6HvZKEqsQ8YE,spotify:track:4gqxE2PMdk6HvZKEqsQ8YE,https://api.spotify.com/v1/tracks/4gqxE2PMdk6HvZKEqsQ8YE,https://api.spotify.com/v1/audio-analysis/4gqxE2PMdk6HvZKEqsQ8YE,215253,4
0.67,0.847,9,-6.544,0,0.0881,0.164,0,0.113,0.589,124.017,audio_features,2EjGS0YJPaf3C4TCmJddGL,spotify:track:2EjGS0YJPaf3C4TCmJddGL,https://api.spotify.com/v1/tracks/2EjGS0YJPaf3C4TCmJddGL,https://api.spotify.com/v1/audio-analysis/2EjGS0YJPaf3C4TCmJddGL,203226,4
0.564,0.856,7,-4.994,1,0.0363,0.215,0,0.337,0.726,120.528,audio_features,0YtD2P3M3d56pv0OkNpsHl,spotify:track:0YtD2P3M3d56pv0OkNpsHl,https://api.spotify.com/v1/tracks/0YtD2P3M3d56pv0OkNpsHl,https://api.spotify.com/v1/audio-analysis/0YtD2P3M3d56pv0OkNpsHl,214627,4
0.686,0.663,3,-11.804,1,0.0473,0.395,5.39e-5,0.0506,0.96,82.052,audio_features,1oar565TIGGsQXjAMoCJdK,spotify:track:1oar565TIGGsQXjAMoCJdK,https://api.spotify.com/v1/tracks/1oar565TIGGsQXjAMoCJdK,https://api.spotify.com/v1/audio-analysis/1oar565TIGGsQXjAMoCJdK,183907,4
0.69,0.818,7,-4.465,1,0.0394,0.0339,6.44e-5,0.134,0.523,90.071,audio_features,1qHL7rYl0iqGC2E8fxA8IW,spotify:track:1qHL7rYl0iqGC2E8fxA8IW,https://api.spotify.com/v1/tracks/1qHL7rYl0iqGC2E8fxA8IW,https://api.spotify.com/v1/audio-analysis/1qHL7rYl0iqGC2E8fxA8IW,239467,4
0.791,0.836,11,-5.083,1,0.039,0.161,3.17e-6,0.101,0.975,98.01,audio_features,5aXZQCUn2AyK6pRYJTIsEL,spotify:track:5aXZQCUn2AyK6pRYJTIsEL,https://api.spotify.com/v1/tracks/5aXZQCUn2AyK6pRYJTIsEL,https://api.spotify.com/v1/audio-analysis/5aXZQCUn2AyK6pRYJTIsEL,211707,4
0.628,0.762,11,-6.017,0,0.0264,0.00581,6.84e-5,0.39,0.247,110.01,audio_features,6ufP2MQuUZ2s3PFXVGE6Bd,spotify:track:6ufP2MQuUZ2s3PFXVGE6Bd,https://api.spotify.com/v1/tracks/6ufP2MQuUZ2s3PFXVGE6Bd,https://api.spotify.com/v1/audio-analysis/6ufP2MQuUZ2s3PFXVGE6Bd,301467,4
0.544,0.67,2,-7.694,1,0.0283,0.142,7.65e-6,0.742,0.24,119.946,audio_features,2IcsM3hXMRpN6ZGEvwdqxU,spotify:track:2IcsM3hXMRpN6ZGEvwdqxU,https://api.spotify.com/v1/tracks/2IcsM3hXMRpN6ZGEvwdqxU,https://api.spotify.com/v1/audio-analysis/2IcsM3hXMRpN6ZGEvwdqxU,244267,4
0.693,0.761,11,-6.71,0,0.0265,0.0496,3.11e-6,0.0928,0.718,122.002,audio_features,2wtnWkmyE2ivwmDyVfJ8N5,spotify:track:2wtnWkmyE2ivwmDyVfJ8N5,https://api.spotify.com/v1/tracks/2wtnWkmyE2ivwmDyVfJ8N5,https://api.spotify.com/v1/audio-analysis/2wtnWkmyE2ivwmDyVfJ8N5,313107,4
0.823,0.476,0,-11.519,1,0.213,0.021,4.19e-6,0.06,0.956,148.29,audio_features,4vylvWmzkARLasyWiAMo2I,spotify:track:4vylvWmzkARLasyWiAMo2I,https://api.spotify.com/v1/tracks/4vylvWmzkARLasyWiAMo2I,https://api.spotify.com/v1/audio-analysis/4vylvWmzkARLasyWiAMo2I,250267,4
0.86,0.769,0,-5.087,1,0.0342,0.00396,1.14e-4,0.113,0.808,130.108,audio_features,7DoBn08dqKS9MmtZiZChVD,spotify:track:7DoBn08dqKS9MmtZiZChVD,https://api.spotify.com/v1/tracks/7DoBn08dqKS9MmtZiZChVD,https://api.spotify.com/v1/audio-analysis/7DoBn08dqKS9MmtZiZChVD,317400,4
0.6,0.751,6,-5.66,0,0.0358,0.191,0,0.0846,0.73,135.989,audio_features,7dxK6RSoCWZcb5gobxs1h9,spotify:track:7dxK6RSoCWZcb5gobxs1h9,https://api.spotify.com/v1/tracks/7dxK6RSoCWZcb5gobxs1h9,https://api.spotify.com/v1/audio-analysis/7dxK6RSoCWZcb5gobxs1h9,240133,4
0.587,0.632,6,-7.254,1,0.0241,0.745,2.88e-5,0.0624,0.459,100.002,audio_features,4pG8lbKPKkfGSniMXxZTM7,spotify:track:4pG8lbKPKkfGSniMXxZTM7,https://api.spotify.com/v1/tracks/4pG8lbKPKkfGSniMXxZTM7,https://api.spotify.com/v1/audio-analysis/4pG8lbKPKkfGSniMXxZTM7,242507,4
0.762,0.742,9,-6.778,1,0.0283,0.0879,0.0197,0.1,0.91,104.339,audio_features,7pn5QXr2LTeGsgHyCaJxDo,spotify:track:7pn5QXr2LTeGsgHyCaJxDo,https://api.spotify.com/v1/tracks/7pn5QXr2LTeGsgHyCaJxDo,https://api.spotify.com/v1/audio-analysis/7pn5QXr2LTeGsgHyCaJxDo,208627,4
0.716,0.596,11,-8.503,1,0.0255,0.128,0.00484,0.0966,0.487,113.278,audio_features,3uezVXXzZZUCjqPRC9JA6u,spotify:track:3uezVXXzZZUCjqPRC9JA6u,https://api.spotify.com/v1/tracks/3uezVXXzZZUCjqPRC9JA6u,https://api.spotify.com/v1/audio-analysis/3uezVXXzZZUCjqPRC9JA6u,189533,4
0.6,0.537,0,-7.972,1,0.0273,0.509,0.303,0.101,0.316,78.049,audio_features,0NFVg74sSsdU1gNc9xfpIO,spotify:track:0NFVg74sSsdU1gNc9xfpIO,https://api.spotify.com/v1/tracks/0NFVg74sSsdU1gNc9xfpIO,https://api.spotify.com/v1/audio-analysis/0NFVg74sSsdU1gNc9xfpIO,257333,4
0.61,0.802,2,-6.334,1,0.028,5.01e-4,6.29e-5,0.323,0.645,117.184,audio_features,4AwNUVU4h3QmUMHIbzurRa,spotify:track:4AwNUVU4h3QmUMHIbzurRa,https://api.spotify.com/v1/tracks/4AwNUVU4h3QmUMHIbzurRa,https://api.spotify.com/v1/audio-analysis/4AwNUVU4h3QmUMHIbzurRa,197080,4
0.667,0.937,0,-4.204,1,0.0285,0.129,0,0.777,0.933,132.778,audio_features,2xckrIKkbwKNIQvnhZ56bR,spotify:track:2xckrIKkbwKNIQvnhZ56bR,https://api.spotify.com/v1/tracks/2xckrIKkbwKNIQvnhZ56bR,https://api.spotify.com/v1/audio-analysis/2xckrIKkbwKNIQvnhZ56bR,232907,4
0.488,0.862,0,-7.595,1,0.0476,0.0204,0,0.359,0.706,104.56,audio_features,1FkoVC85Ds3mFoK0fVqEqP,spotify:track:1FkoVC85Ds3mFoK0fVqEqP,https://api.spotify.com/v1/tracks/1FkoVC85Ds3mFoK0fVqEqP,https://api.spotify.com/v1/audio-analysis/1FkoVC85Ds3mFoK0fVqEqP,257827,4
0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,audio_features,48UPSzbZjgc449aqz8bxox,spotify:track:48UPSzbZjgc449aqz8bxox,https://api.spotify.com/v1/tracks/48UPSzbZjgc449aqz8bxox,https://api.spotify.com/v1/audio-analysis/48UPSzbZjgc449aqz8bxox,329733,4
0.555,0.757,1,-7.868,0,0.0601,0.103,1.16e-6,0.0631,0.582,129.607,audio_features,5dRQUolXAVX3BbCiIxmSsf,spotify:track:5dRQUolXAVX3BbCiIxmSsf,https://api.spotify.com/v1/tracks/5dRQUolXAVX3BbCiIxmSsf,https://api.spotify.com/v1/audio-analysis/5dRQUolXAVX3BbCiIxmSsf,221840,4
0.502,0.912,1,-4.556,1,0.0564,2.55e-5,1.73e-4,0.106,0.72,116.761,audio_features,4CeeEOM32jQcH3eN9Q2dGj,spotify:track:4CeeEOM32jQcH3eN9Q2dGj,https://api.spotify.com/v1/tracks/4CeeEOM32jQcH3eN9Q2dGj,https://api.spotify.com/v1/audio-analysis/4CeeEOM32jQcH3eN9Q2dGj,301920,4
0.455,0.502,4,-7.539,1,0.0493,0.699,1.56e-4,0.094,0.674,163.347,audio_features,40XeGNGFchGYw7y0ue1GiG,spotify:track:40XeGNGFchGYw7y0ue1GiG,https://api.spotify.com/v1/tracks/40XeGNGFchGYw7y0ue1GiG,https://api.spotify.com/v1/audio-analysis/40XeGNGFchGYw7y0ue1GiG,209453,4
0.464,0.612,9,-12.019,1,0.0591,0.116,0.00559,0.171,0.496,91.499,audio_features,0W35nxtHtFlseSojmygEsf,spotify:track:0W35nxtHtFlseSojmygEsf,https://api.spotify.com/v1/tracks/0W35nxtHtFlseSojmygEsf,https://api.spotify.com/v1/audio-analysis/0W35nxtHtFlseSojmygEsf,474400,4
0.332,0.769,9,-11.503,1,0.0765,0.00367,0.00413,0.0372,0.525,157.378,audio_features,0TI8TP4FitVPoEHPTySx48,spotify:track:0TI8TP4FitVPoEHPTySx48,https://api.spotify.com/v1/tracks/0TI8TP4FitVPoEHPTySx48,https://api.spotify.com/v1/audio-analysis/0TI8TP4FitVPoEHPTySx48,354774,4
0.621,0.524,0,-15.269,1,0.0803,0.0652,0.00199,0.893,0.889,110.586,audio_features,2fDHuS1PTkHBbCWWZF1ph9,spotify:track:2fDHuS1PTkHBbCWWZF1ph9,https://api.spotify.com/v1/tracks/2fDHuS1PTkHBbCWWZF1ph9,https://api.spotify.com/v1/audio-analysis/2fDHuS1PTkHBbCWWZF1ph9,162653,4
0.534,0.392,9,-7.636,0,0.0267,0.649,2.27e-4,0.0948,0.163,90.379,audio_features,28cnXtME493VX9NOw9cIUh,spotify:track:28cnXtME493VX9NOw9cIUh,https://api.spotify.com/v1/tracks/28cnXtME493VX9NOw9cIUh,https://api.spotify.com/v1/audio-analysis/28cnXtME493VX9NOw9cIUh,216533,4
0.476,0.556,4,-10.586,0,0.0646,0.0838,1.59e-5,0.125,0.43,103.122,audio_features,62oNfnQqObaqARM0DTibAL,spotify:track:62oNfnQqObaqARM0DTibAL,https://api.spotify.com/v1/tracks/62oNfnQqObaqARM0DTibAL,https://api.spotify.com/v1/audio-analysis/62oNfnQqObaqARM0DTibAL,364493,4
0.429,0.631,4,-11.514,0,0.0769,7.85e-5,0.00411,0.175,0.376,162.734,audio_features,1jzDzZWeSDBg5fhNc3tczV,spotify:track:1jzDzZWeSDBg5fhNc3tczV,https://api.spotify.com/v1/tracks/1jzDzZWeSDBg5fhNc3tczV,https://api.spotify.com/v1/audio-analysis/1jzDzZWeSDBg5fhNc3tczV,168440,4
0.374,0.918,5,-4.026,1,0.0405,7.26e-4,0.0022,0.103,0.592,124.355,audio_features,07a1J2uRD2t472wexsazmo,spotify:track:07a1J2uRD2t472wexsazmo,https://api.spotify.com/v1/tracks/07a1J2uRD2t472wexsazmo,https://api.spotify.com/v1/audio-analysis/07a1J2uRD2t472wexsazmo,352987,4
0.567,0.179,9,-12.89,0,0.0456,0.785,0,0.111,0.2,103.667,audio_features,5iM1d3XfIwIYJMjUJhrce3,spotify:track:5iM1d3XfIwIYJMjUJhrce3,https://api.spotify.com/v1/tracks/5iM1d3XfIwIYJMjUJhrce3,https://api.spotify.com/v1/audio-analysis/5iM1d3XfIwIYJMjUJhrce3,305067,3
0.349,0.419,2,-8.538,1,0.0511,0.799,0,0.0675,0.346,174.374,audio_features,7adPN1ZcvpByMsQaZiVNqo,spotify:track:7adPN1ZcvpByMsQaZiVNqo,https://api.spotify.com/v1/tracks/7adPN1ZcvpByMsQaZiVNqo,https://api.spotify.com/v1/audio-analysis/7adPN1ZcvpByMsQaZiVNqo,299095,4
0.422,0.138,7,-18.859,1,0.0634,0.973,0.0356,0.7,0.328,82.631,audio_features,3YbnOI0laocMLOQ4FEfXFl,spotify:track:3YbnOI0laocMLOQ4FEfXFl,https://api.spotify.com/v1/tracks/3YbnOI0laocMLOQ4FEfXFl,https://api.spotify.com/v1/audio-analysis/3YbnOI0laocMLOQ4FEfXFl,227108,4
0.617,0.0457,0,-26.401,1,0.0344,0.937,0.641,0.0991,0.0967,99.48,audio_features,0gbhJ9VIFskEEHYkDyX4X1,spotify:track:0gbhJ9VIFskEEHYkDyX4X1,https://api.spotify.com/v1/tracks/0gbhJ9VIFskEEHYkDyX4X1,https://api.spotify.com/v1/audio-analysis/0gbhJ9VIFskEEHYkDyX4X1,192146,4
0.308,0.866,2,-5.671,0,0.059,7.39e-4,0.00141,0.232,0.227,109.825,audio_features,6p8eFfPw3nQkf37aT3AkmK,spotify:track:6p8eFfPw3nQkf37aT3AkmK,https://api.spotify.com/v1/tracks/6p8eFfPw3nQkf37aT3AkmK,https://api.spotify.com/v1/audio-analysis/6p8eFfPw3nQkf37aT3AkmK,438120,4
0.57,0.848,5,-8.234,1,0.0365,0.0741,2.78e-4,0.698,0.632,89.169,audio_features,5Kayf37CYgsWqgkWMTHZPu,spotify:track:5Kayf37CYgsWqgkWMTHZPu,https://api.spotify.com/v1/tracks/5Kayf37CYgsWqgkWMTHZPu,https://api.spotify.com/v1/audio-analysis/5Kayf37CYgsWqgkWMTHZPu,296773,4
0.784,0.305,9,-13.244,1,0.0687,0.0284,6.27e-5,0.103,0.777,125.276,audio_features,59IO6bLQIcRlgcSNgKHxDV,spotify:track:59IO6bLQIcRlgcSNgKHxDV,https://api.spotify.com/v1/tracks/59IO6bLQIcRlgcSNgKHxDV,https://api.spotify.com/v1/audio-analysis/59IO6bLQIcRlgcSNgKHxDV,164800,4
0.501,0.691,9,-11.807,1,0.0319,9.03e-4,2.23e-5,0.101,0.942,144.417,audio_features,2oAkehvjylOAggGLPeVXYa,spotify:track:2oAkehvjylOAggGLPeVXYa,https://api.spotify.com/v1/tracks/2oAkehvjylOAggGLPeVXYa,https://api.spotify.com/v1/audio-analysis/2oAkehvjylOAggGLPeVXYa,207600,4
0.842,0.753,11,-7.983,0,0.0703,0.21,7.41e-4,0.0577,0.827,116.127,audio_features,2PRfyZn7ikN2xtowqUIJ9M,spotify:track:2PRfyZn7ikN2xtowqUIJ9M,https://api.spotify.com/v1/tracks/2PRfyZn7ikN2xtowqUIJ9M,https://api.spotify.com/v1/audio-analysis/2PRfyZn7ikN2xtowqUIJ9M,235667,4
0.586,0.858,0,-12.67,1,0.0493,0.00527,2.44e-4,0.0826,0.812,144.632,audio_features,2yruHlh8qTlfVWPeN7HLfz,spotify:track:2yruHlh8qTlfVWPeN7HLfz,https://api.spotify.com/v1/tracks/2yruHlh8qTlfVWPeN7HLfz,https://api.spotify.com/v1/audio-analysis/2yruHlh8qTlfVWPeN7HLfz,195173,4
0.627,0.804,9,-11.551,1,0.0312,0.0124,0,0.316,0.851,99.693,audio_features,36MTiIMLW5v70S5cZIWRm3,spotify:track:36MTiIMLW5v70S5cZIWRm3,https://api.spotify.com/v1/tracks/36MTiIMLW5v70S5cZIWRm3,https://api.spotify.com/v1/audio-analysis/36MTiIMLW5v70S5cZIWRm3,128933,4
0.698,0.745,4,-11.976,1,0.0329,0.0367,0.368,0.0748,0.854,135.699,audio_features,43JNWKZF38EUl5Z4xQNdlD,spotify:track:43JNWKZF38EUl5Z4xQNdlD,https://api.spotify.com/v1/tracks/43JNWKZF38EUl5Z4xQNdlD,https://api.spotify.com/v1/audio-analysis/43JNWKZF38EUl5Z4xQNdlD,183867,4
0.618,0.81,1,-9.545,0,0.121,0.124,1.57e-6,0.0731,0.904,162.986,audio_features,3iSmEacr24vUxitXq3e6cN,spotify:track:3iSmEacr24vUxitXq3e6cN,https://api.spotify.com/v1/tracks/3iSmEacr24vUxitXq3e6cN,https://api.spotify.com/v1/audio-analysis/3iSmEacr24vUxitXq3e6cN,223800,4
0.519,0.747,2,-5.412,1,0.0265,0.141,1.43e-6,0.161,0.751,89.13,audio_features,0t6WbXD9u6rnXseu9YcWqk,spotify:track:0t6WbXD9u6rnXseu9YcWqk,https://api.spotify.com/v1/tracks/0t6WbXD9u6rnXseu9YcWqk,https://api.spotify.com/v1/audio-analysis/0t6WbXD9u6rnXseu9YcWqk,251027,4
0.416,0.399,10,-7.579,1,0.0321,0.307,3.27e-4,0.105,0.468,163.134,audio_features,14KOeXXATG254aCQ6vbDwQ,spotify:track:14KOeXXATG254aCQ6vbDwQ,https://api.spotify.com/v1/tracks/14KOeXXATG254aCQ6vbDwQ,https://api.spotify.com/v1/audio-analysis/14KOeXXATG254aCQ6vbDwQ,221733,4
0.619,0.809,9,-7.782,0,0.029,0.294,6.65e-6,0.0378,0.937,146.627,audio_features,3CLYqhN4ZmilUp1OFxzWDM,spotify:track:3CLYqhN4ZmilUp1OFxzWDM,https://api.spotify.com/v1/tracks/3CLYqhN4ZmilUp1OFxzWDM,https://api.spotify.com/v1/audio-analysis/3CLYqhN4ZmilUp1OFxzWDM,176560,4
0.723,0.611,7,-7.006,1,0.0303,0.481,1.44e-5,0.11,0.261,111.813,audio_features,35J9vakuC3f18QTolNAQ6E,spotify:track:35J9vakuC3f18QTolNAQ6E,https://api.spotify.com/v1/tracks/35J9vakuC3f18QTolNAQ6E,https://api.spotify.com/v1/audio-analysis/35J9vakuC3f18QTolNAQ6E,175373,4
0.502,0.967,7,-4.14,1,0.0801,0.0122,8.22e-6,0.342,0.466,131.939,audio_features,624ra5mDiibqvFYDK4yhmo,spotify:track:624ra5mDiibqvFYDK4yhmo,https://api.spotify.com/v1/tracks/624ra5mDiibqvFYDK4yhmo,https://api.spotify.com/v1/audio-analysis/624ra5mDiibqvFYDK4yhmo,213333,4
0.643,0.501,11,-7.981,0,0.0424,0.117,0.0463,0.239,0.394,94.514,audio_features,7xpDGoUGbtaquk5xMvzwTh,spotify:track:7xpDGoUGbtaquk5xMvzwTh,https://api.spotify.com/v1/tracks/7xpDGoUGbtaquk5xMvzwTh,https://api.spotify.com/v1/audio-analysis/7xpDGoUGbtaquk5xMvzwTh,266080,4
0.427,0.817,3,-5.196,1,0.0385,0.0445,1.67e-5,0.0801,0.458,148.234,audio_features,0aASUtDb1N96NJDwmWj5Gf,spotify:track:0aASUtDb1N96NJDwmWj5Gf,https://api.spotify.com/v1/tracks/0aASUtDb1N96NJDwmWj5Gf,https://api.spotify.com/v1/audio-analysis/0aASUtDb1N96NJDwmWj5Gf,212200,4
0.701,0.815,2,-5.157,0,0.0458,0.232,0.0136,0.216,0.826,91.017,audio_features,4pPoRiMLWhLtwMaKdu5U5v,spotify:track:4pPoRiMLWhLtwMaKdu5U5v,https://api.spotify.com/v1/tracks/4pPoRiMLWhLtwMaKdu5U5v,https://api.spotify.com/v1/audio-analysis/4pPoRiMLWhLtwMaKdu5U5v,217903,4
0.442,0.616,6,-8.128,0,0.0353,0.457,1.68e-4,0.144,0.565,113.02,audio_features,1mSxbLW7fKABfeY4lGpg0E,spotify:track:1mSxbLW7fKABfeY4lGpg0E,https://api.spotify.com/v1/tracks/1mSxbLW7fKABfeY4lGpg0E,https://api.spotify.com/v1/audio-analysis/1mSxbLW7fKABfeY4lGpg0E,250440,4
0.568,0.574,4,-8.993,0,0.0683,0.468,0,0.362,0.68,107.821,audio_features,2GAFZG9Z7UGS1iMm4Idrnr,spotify:track:2GAFZG9Z7UGS1iMm4Idrnr,https://api.spotify.com/v1/tracks/2GAFZG9Z7UGS1iMm4Idrnr,https://api.spotify.com/v1/audio-analysis/2GAFZG9Z7UGS1iMm4Idrnr,235547,4
0.825,0.574,2,-6.383,0,0.0485,0.665,4.94e-6,0.0751,0.824,119.999,audio_features,7xVSNhAUQhUIpwfR6lTOwA,spotify:track:7xVSNhAUQhUIpwfR6lTOwA,https://api.spotify.com/v1/tracks/7xVSNhAUQhUIpwfR6lTOwA,https://api.spotify.com/v1/audio-analysis/7xVSNhAUQhUIpwfR6lTOwA,186698,4
0.58,0.8,6,-7.528,1,0.345,0.281,0,0.0708,0.483,81.303,audio_features,4Ds4bq6aqOSAp1T7DikOi4,spotify:track:4Ds4bq6aqOSAp1T7DikOi4,https://api.spotify.com/v1/tracks/4Ds4bq6aqOSAp1T7DikOi4,https://api.spotify.com/v1/audio-analysis/4Ds4bq6aqOSAp1T7DikOi4,318360,4
0.477,0.835,7,-5.248,0,0.0533,0.38,8.3e-6,0.062,0.778,89.855,audio_features,127twwy3iCo1xBRQHyWetU,spotify:track:127twwy3iCo1xBRQHyWetU,https://api.spotify.com/v1/tracks/127twwy3iCo1xBRQHyWetU,https://api.spotify.com/v1/audio-analysis/127twwy3iCo1xBRQHyWetU,168373,4
0.797,0.797,6,-4.945,1,0.205,0.0886,0,0.337,0.949,95.006,audio_features,2OA4YzlN5FWUXcfRit9nmU,spotify:track:2OA4YzlN5FWUXcfRit9nmU,https://api.spotify.com/v1/tracks/2OA4YzlN5FWUXcfRit9nmU,https://api.spotify.com/v1/audio-analysis/2OA4YzlN5FWUXcfRit9nmU,205680,4
0.545,0.493,2,-12.413,0,0.0594,0.856,0.499,0.142,0.701,77.05,audio_features,5AKrqJ7RiOCfCaaCuxxGk0,spotify:track:5AKrqJ7RiOCfCaaCuxxGk0,https://api.spotify.com/v1/tracks/5AKrqJ7RiOCfCaaCuxxGk0,https://api.spotify.com/v1/audio-analysis/5AKrqJ7RiOCfCaaCuxxGk0,178507,4
0.717,0.744,2,-5.926,1,0.139,0.165,0.00215,0.0865,0.612,95.617,audio_features,1qnHPZMREmCOdGXBL8OOr3,spotify:track:1qnHPZMREmCOdGXBL8OOr3,https://api.spotify.com/v1/tracks/1qnHPZMREmCOdGXBL8OOr3,https://api.spotify.com/v1/audio-analysis/1qnHPZMREmCOdGXBL8OOr3,244400,4
0.644,0.404,0,-12.54,1,0.0348,0.159,2.91e-4,0.167,0.689,105.062,audio_features,7CdDIvw3jvjNaIs5m3mM4A,spotify:track:7CdDIvw3jvjNaIs5m3mM4A,https://api.spotify.com/v1/tracks/7CdDIvw3jvjNaIs5m3mM4A,https://api.spotify.com/v1/audio-analysis/7CdDIvw3jvjNaIs5m3mM4A,268760,4
